price,location,house_type,rooms,bathrooms,rent_duration,property address,estate name,property size,condition,furnishing,pets,facilities,service charge,agency fee,legal and agreement fee,caution fee,housing quality,total rooms,parking space,smoking,parties,broker fee,new property,furnished
"₦ 7,000,000","Lagos, Ikeja, Adeniyi Jones",Duplex,5 bedrooms,5 bathrooms,per quarter,Adeniyi jones ikeja,,,Newly Built,Semi-Furnished,,"Kitchen Cabinets,Apartment,Dishwasher,Kitchen Shelf,Air Conditioning,Hot Water,Dining Area,Microwave,Refrigerator,TV,24 Hours Electricity,Pre Paid Meter,Wardrobe,Chandelier,Balcony,Pop Ceiling,Tiled Floor,Wi-Fi",,,,,,,,,,,,
"₦ 4,000,000","Lagos, Ajah, Thomas Estate",Duplex,5 bedrooms,5 bathrooms,per quarter,inside Thomas estate Ajah,Thomas estate,350 sqm,Newly Built,Furnished,No Pets,"Pre Paid Meter,Kitchen Shelf,Chandelier,Microwave,Air Conditioning,Tiled Floor,Balcony,Dining Area,Wardrobe,Kitchen Cabinets,Pop Ceiling",Yes,400000.0,400000.0,200000.0,,,,,,,,
"₦ 6,000,000","Lagos, Lekki",Duplex,5 bedrooms,5 bathrooms,per annum,Chevron drive,chevron drive,,Newly Built,Semi-Furnished,,"Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre Paid Meter,TV,Wardrobe",,,,,,,,,,,,
"₦ 6,500,000","Lagos, Lekki, Lekki Phase 2",Duplex,5 bedrooms,4 bathrooms,per annum,Gbenga Ademulegun Close,Chevy View Estate,,Newly Built,Semi-Furnished,,"Wardrobe,Pre Paid Meter,Balcony,Tiled Floor,Chandelier,Dishwasher,Dining Area,Kitchen Shelf,Hot Water,Kitchen Cabinets,Pop Ceiling",,,,,,,,,,,,
"₦ 7,000,000","Lagos, Lekki",Duplex,5 bedrooms,5 bathrooms,per annum,Chevron Lekki Lagos,,400 sqm,Newly Built,Unfurnished,Pets Allowed,"Dishwasher,Hot Water,Microwave,Pop Ceiling,Balcony,Kitchen Shelf,Dining Area,Wardrobe,Chandelier,Kitchen Cabinets,Tiled Floor,Pre Paid Meter",,,,,,,,,,,,
"₦ 5,000,000","Lagos, Lekki",Duplex,5 bedrooms,5 bathrooms,per annum,ologolo,ologolo estate,600 sqm,Fairly Used,Unfurnished,,,,,,,,,,,,,,
"₦ 5,000,000","Lagos, Lekki",Duplex,5 bedrooms,5 bathrooms,per annum,"Chevron drive, Lekki",Northern foreshore estate,,,Semi-Furnished,,"Dining Area,Pre Paid Meter,Chandelier,Hot Water,Pop Ceiling,Dishwasher,Apartment,Microwave,Tiled Floor,Balcony,Kitchen Cabinets,Wardrobe,Kitchen Shelf",Yes,,,,,,,,,,,
"₦ 2,000,000","Rivers, Port-Harcourt",Duplex,5 bedrooms,5 bathrooms,anually,,,,,Furnished,Pets Allowed,,,,,,,6.0,Yes,Allowed,Allowed,Yes,No,
"₦ 10,000,000","Lagos, Victoria Island",Apartment,4 bedrooms,3 bathrooms,per annum,off Adeola Odeoku street,adeola odeoku,,Newly Built,Semi-Furnished,,"Wardrobe,Tiled Floor,Pre Paid Meter,Pop Ceiling,Kitchen Shelf,Kitchen Cabinets,Hot Water,Chandelier,Balcony",Yes,,,,,,,,,,,
"₦ 8,500,000","Lagos, Ikoyi",Duplex,4 bedrooms,4 bathrooms,per annum,Ikoyi,,,Newly Built,Unfurnished,,,Yes,,,,,,,,,,,
"₦ 6,000,000","Lagos, Lekki, Chevron",Duplex,4 bedrooms,4 bathrooms,per quarter,No 4 Tulip Haven Estate Chevron lekki,Tulip Haven,450 sqm,Newly Built,Furnished,Pets Allowed,"Wardrobe,Tiled Floor,Pre Paid Meter,Pop Ceiling,Microwave,Kitchen Shelf,Kitchen Cabinets,Hot Water,Dishwasher,Dining Area,Chandelier,Balcony,Air Conditioning",,,,,,,,,,,,
"₦ 20,000,000","Lagos, Ikoyi, Ikoyi S.W",Townhouse/Terrace,4 bedrooms,5 bathrooms,per annum,Victoria Island,Victoria island,,Newly Built,Unfurnished,,,,,,,,,,,,,,
"₦ 1,500,000","Oyo, Oluyole",Duplex,4 bedrooms,5 bathrooms,per annum,Gwani Street,Unity Estate,,Newly Built,Furnished,Pets Allowed,"Pop Ceiling,Kitchen Shelf,Balcony,Refrigerator,Wardrobe,Kitchen Cabinets,Dining Area,Hot Water,Pre Paid Meter,Tiled Floor,Dishwasher,Chandelier,Microwave",,,,,,,,,,,,
"₦ 1,500,000","Oyo, Oluyole",Duplex,4 bedrooms,5 bathrooms,per annum,Gwani Street,Lagelu Estate,,Newly Built,Furnished,Pets Allowed,"Tiled Floor,Pre Paid Meter,Refrigerator,Kitchen Cabinets,Dishwasher,Balcony,Pop Ceiling,Kitchen Shelf,Chandelier,24 Hours Electricity,Dining Area,Hot Water",,,,,,,,,,,,
"₦ 1,100,000",none,Bungalow,4 bedrooms,4 bathrooms,per annum,new heaven extension,new heaven extension,600 sqm,Newly Built,Furnished,Pets Allowed,"Microwave,Balcony,24 Hours Electricity,Chandelier,Dining Area",Yes,200000.0,100000.0,100000.0,,,,,,,,
"₦ 800,000",none,Bungalow,4 bedrooms,3 bathrooms,per annum,rotimi abiru street,royal creek estate,,Renovated,Furnished,Pets Allowed,"Pop Ceiling,Tiled Floor",,,,,,,,,,,,
"₦ 4,500,000","Abuja, Asokoro",Duplex,4 bedrooms,4 bathrooms,per annum,asokoro,,,Newly Built,Furnished,,,,,,,,,,,,,,
"₦ 3,000,000","Lagos, Magodo",Duplex,4 bedrooms,4 bathrooms,per annum,magodo phase 1,magodo phase 1,,Renovated,Furnished,Pets Allowed,"Pre Paid Meter,Tiled Floor,Wardrobe,Pop Ceiling,24 Hours Electricity,Dining Area,Balcony,Hot Water,Dishwasher,Kitchen Cabinets",,,,,,,,,,,,
"₦ 4,500,000","Lagos, Lekki, Lekki Phase 1",Duplex,4 bedrooms,4 bathrooms,per annum,osapa london,osapa london,350 sqm,Renovated,Unfurnished,Pets Allowed,"Kitchen Shelf,Tiled Floor,Pop Ceiling,Kitchen Cabinets,Chandelier,Pre Paid Meter,Microwave,Dining Area,Wardrobe,Hot Water,Dishwasher,Balcony",,,,,,,,,,,,
"₦ 3,000,000",none,House,4 bedrooms,4 bathrooms,per annum,orchid road,Victoria crest estate,,Fairly Used,Unfurnished,No Pets,"Hot Water,Pre Paid Meter,Wardrobe,Balcony,Dining Area,Pop Ceiling,24 Hours Electricity,Tiled Floor",,,,,,,,,,,,
"₦ 4,000,000","Lagos, Apapa, Apapa G.R.A",Townhouse/Terrace,4 bedrooms,4 bathrooms,per annum,"No 2b Rycroft Street, Apapa Gra",,,Newly Built,Furnished,,"Chandelier,Wardrobe,Microwave,Wi-Fi,Dishwasher,Air Conditioning,Dining Area,Tiled Floor,Kitchen Shelf,Pre Paid Meter,24 Hours Electricity,Balcony,Pop Ceiling,Kitchen Cabinets,Apartment,Hot Water",,,,,,,,,,,,
"₦ 9,000,000","Lagos, Lekki, Lekki Expressway",Duplex,4 bedrooms,4 bathrooms,per annum,jose Maria estate road lekki phase1,Jose Maria lekki phase1,,Newly Built,Furnished,,"Microwave,Balcony,Dining Area,Pre Paid Meter,Air Conditioning,Wi-Fi,Apartment,Chandelier,24 Hours Electricity,Hot Water,Pop Ceiling,Kitchen Cabinets,Tiled Floor,Refrigerator,Kitchen Shelf,Dishwasher,TV,Wardrobe",Yes,,,,,,,,,,,
"₦ 19,000,000","Lagos, Ikoyi, Banana Island",Townhouse/Terrace,4 bedrooms,4 bathrooms,per annum,Banana Island,With Gym,,,Semi-Furnished,,,,,,,,,,,,,,
"₦ 6,000,000","Lagos, Lekki, Lekki Phase 1",Duplex,4 bedrooms,4 bathrooms,per annum,osapa london,osapa london,350 sqm,Newly Built,Unfurnished,Pets Allowed,"Dining Area,Tiled Floor,Wardrobe,Kitchen Shelf,Microwave,Pop Ceiling,Chandelier,Balcony,Pre Paid Meter,Dishwasher,Hot Water,Kitchen Cabinets",,,,,,,,,,,,
"₦ 2,500,000",none,Duplex,4 bedrooms,5 bathrooms,per annum,25 Omega clinic Ada George,Omega clinic Ada George,,Fairly Used,Unfurnished,Pets Allowed,"Hot Water,Kitchen Cabinets,24 Hours Electricity,Dishwasher,Chandelier,Balcony,Pre Paid Meter,Tiled Floor,Kitchen Shelf,Pop Ceiling,Wardrobe,Dining Area",,,,,,,,,,,,
"₦ 4,000,000",none,Duplex,4 bedrooms,5 bathrooms,per annum,73 Radio estate Nta road Port Harcourt,Radio estate,,Newly Built,Unfurnished,Pets Allowed,"Kitchen Shelf,Pre Paid Meter,24 Hours Electricity,Pop Ceiling,Dishwasher,Hot Water,Tiled Floor,Kitchen Cabinets,Wardrobe,Dining Area",Yes,400000.0,200000.0,,,,,,,,,
"₦ 3,500,000",none,Duplex,4 bedrooms,4 bathrooms,per annum,24 Kings View Estate G.U Ake Eliozu,Kings view estate,,Fairly Used,Unfurnished,Pets Allowed,"Hot Water,Pre Paid Meter,Pop Ceiling,24 Hours Electricity,Balcony,Dishwasher,Tiled Floor,Kitchen Cabinets,Wardrobe,Chandelier,Kitchen Shelf,Dining Area",,,,,,,,,,,,
"₦ 3,500,000",none,Apartment,4 bedrooms,4 bathrooms,per annum,31 Abacha road Gra phase 3,Abacha road Gra phase 3,,Newly Built,Unfurnished,No Pets,"Hot Water,Pop Ceiling,Tiled Floor,Balcony,Pre Paid Meter,Dining Area,Microwave,24 Hours Electricity,Kitchen Cabinets,Kitchen Shelf,Dishwasher,Wardrobe",Yes,350000.0,175000.0,350000.0,,,,,,,,
"₦ 22,000,000","Lagos, Ikoyi",Apartment,4 bedrooms,4 bathrooms,per annum,Banana Island,Ocean Parade,,Fairly Used,Unfurnished,,"Chandelier,Kitchen Shelf,Kitchen Cabinets,Tiled Floor,Microwave,Apartment,Refrigerator,Pre Paid Meter,Dishwasher,Air Conditioning,Balcony,TV,Wardrobe,Dining Area,Hot Water,Pop Ceiling,24 Hours Electricity",,,,,,,,,,,,
"₦ 4,500,000","Lagos, Ajah",Duplex,4 bedrooms,5 bathrooms,per annum,Sangotedo,,,Newly Built,Unfurnished,,,Yes,,,,,,,,,,,
"₦ 4,500,000","Lagos, Lekki, Lekki Phase 1",Duplex,4 bedrooms,5 bathrooms,per annum,4 bedroom duplex in Chevron Lagos with BQ,Chevron Lagos,,Newly Built,Semi-Furnished,,"Kitchen Shelf,Pre Paid Meter,Refrigerator,Hot Water,Microwave,Pop Ceiling,Balcony,Dishwasher,Kitchen Cabinets,Tiled Floor,Chandelier,Dining Area,Wardrobe",,,,,,,,,,,,
"₦ 5,000,000","Lagos, Lekki, Chevron",Duplex,4 bedrooms,4 bathrooms,per annum,Mo 16 schetilina close chevron alternative route chevron,Tulip Haven,300 sqm,Newly Built,Semi-Furnished,,"Balcony,Chandelier,Dining Area,Dishwasher,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre Paid Meter,Tiled Floor,Wardrobe",,,,,,,,,,,,
"₦ 900,000","Lagos, Lekki, Ikota",Shared Apartment,4 bedrooms,5 bathrooms,per annum,ikota,ikota villa,,Newly Built,Unfurnished,No Pets,"Dining Area,Hot Water,Kitchen Shelf,Tiled Floor,Wardrobe,Chandelier,Balcony,Kitchen Cabinets,Pop Ceiling,Dishwasher,Pre Paid Meter",,,,,,,,,,,,
"₦ 6,000,000","Lagos, Ogudu, Ogudu GRA",Duplex,4 bedrooms,5 bathrooms,per annum,"Ramat , Ogudu",OGudu GRA,,Newly Built,Semi-Furnished,,"Balcony,Tiled Floor,Apartment,Dining Area,Hot Water,Kitchen Cabinets,Pre Paid Meter,Pop Ceiling,Wardrobe,Kitchen Shelf",,,,,,,,,,,,
"₦ 1,600,000",none,Apartment,4 bedrooms,4 bathrooms,per annum,31 Location Nta road,Location Nta road,,Renovated,Unfurnished,Pets Allowed,"Kitchen Shelf,Pre Paid Meter,Wardrobe,Tiled Floor,Kitchen Cabinets,24 Hours Electricity,Dining Area",,,,,,,,,,,,
"₦ 15,000,000","Lagos, Ikoyi, Old Ikoyi",Block of Flats,4 bedrooms,4 bathrooms,per annum,ikoyi,Temple road ikoyi,3500 sqm,Fairly Used,Semi-Furnished,,"Wardrobe,Refrigerator,Pre Paid Meter,Tiled Floor,Hot Water,Kitchen Cabinets",Yes,,,,,,,,,,,
"₦ 3,500,000","Abuja, Utako",Duplex,4 bedrooms,5 bathrooms,per annum,utako,utako,,Fairly Used,Unfurnished,,,,,,,,,,,,,,
"₦ 2,500,000","Abuja, Lugbe District, FHA",Duplex,4 bedrooms,5 bathrooms,per annum,Federal Housing Estate New site,Private property,600 sqm,Newly Built,Unfurnished,Pets Allowed,"24 Hours Electricity,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre Paid Meter,Tiled Floor,Wardrobe",Yes,250000.0,125000.0,100000.0,,,,,,,,
"₦ 1,000,000","Rivers, Obio-Akpor",Bungalow,4 bedrooms,5 bathrooms,per annum,This property is located at Eliozu,,,Fairly Used,Semi-Furnished,Pets Allowed,"Dining Area,Pop Ceiling,24 Hours Electricity,Wardrobe,Tiled Floor,Hot Water,Pre Paid Meter,Kitchen Shelf,Balcony,Kitchen Cabinets",,,,,,,,,,,,
"₦ 1,700,000","Enugu, Enugu / Enugu State",Townhouse/Terrace,4 bedrooms,4 bathrooms,per annum,nza street independence layout,nza street,3000 sqm,Renovated,Unfurnished,,"Tiled Floor,Wardrobe,Pre Paid Meter,24 Hours Electricity,Air Conditioning,Apartment,Balcony",Yes,170000.0,170000.0,100000.0,,,,,,,,
"₦ 6,000,000","Lagos, Lekki, Ikate",Duplex,4 bedrooms,4 bathrooms,per annum,Elegushi,,,Newly Built,Semi-Furnished,No Pets,"Chandelier,Hot Water,Kitchen Cabinets,Air Conditioning,Balcony,Kitchen Shelf,24 Hours Electricity,Pop Ceiling,Pre Paid Meter,Wardrobe,Dining Area,Tiled Floor",,,,,,,,,,,,
"₦ 25,000,000","Lagos, Ikoyi",Penthouse,4 bedrooms,4 bathrooms,per annum,"Ikoyi, Lagos",,,Fairly Used,Unfurnished,,"Wardrobe,Kitchen Shelf,Kitchen Cabinets,Dining Area,Tiled Floor,Dishwasher,Microwave,Balcony,Air Conditioning,Hot Water,Pop Ceiling",,,,,,,,,,,,
"₦ 1,800,000","Enugu, Enugu / Enugu State",Duplex,4 bedrooms,5 bathrooms,per annum,wtc estate,wtc,1200 sqm,Newly Built,Semi-Furnished,,,,,,,,,,,,,,
"₦ 3,000,000",none,Duplex,4 bedrooms,5 bathrooms,per quarter,Eliozu-Eneka Road,,5000 sqm,Newly Built,Semi-Furnished,,"Balcony,Chandelier,Pre Paid Meter,Kitchen Shelf,Hot Water,Wardrobe,24 Hours Electricity,Pop Ceiling,Dining Area,Kitchen Cabinets,Tiled Floor",Yes,300000.0,150000.0,200000.0,,,,,,,,
"₦ 850,000",none,Block of Flats,4 bedrooms,4 bathrooms,per annum,Emmannemeka street Awka,,450 sqm,Newly Built,Unfurnished,No Pets,"Balcony,Kitchen Cabinets,Wardrobe,Hot Water,Pre Paid Meter,Kitchen Shelf,Dining Area,Wi-Fi,Tiled Floor,24 Hours Electricity",,,,,,,,,,,,
"₦ 2,000,000","Rivers, Obio-Akpor",Duplex,4 bedrooms,5 bathrooms,per quarter,This property is within big treat by Rukpokwu,Big treat estate,,Newly Built,Semi-Furnished,,"24 Hours Electricity,Pop Ceiling,Wardrobe,Tiled Floor,Pre Paid Meter,Balcony,Hot Water,Dining Area,Kitchen Cabinets",,,,,,,,,,,,
"₦ 3,500,000","Rivers, Port-Harcourt",Duplex,4 bedrooms,5 bathrooms,per annum,genesis estate woji,,,Fairly Used,Unfurnished,Pets Allowed,"Hot Water,24 Hours Electricity,Tiled Floor,Wardrobe,Dining Area,Kitchen Cabinets,Balcony",Yes,,,,,,,,,,,
"₦ 3,000,000","Rivers, Port-Harcourt",Duplex,4 bedrooms,5 bathrooms,per annum,mercyland off NTA Rd,Francis Estate,469 sqm,Newly Built,Furnished,Pets Allowed,"Dishwasher,Dining Area,Pre Paid Meter,Air Conditioning,Pop Ceiling,24 Hours Electricity,Kitchen Shelf,Tiled Floor,Wardrobe,Balcony,Kitchen Cabinets,Hot Water",,,,,,,,,,,,
"₦ 20,000,000","Lagos, Victoria Island, Kofo Abayomi",Duplex,4 bedrooms,5 bathrooms,per annum,Kofo Abayomi,De Home Vessels,,Newly Built,Unfurnished,,,,,,,,,,,,,,
"₦ 9,000,000","Lagos, Lekki, Lekki Phase 1",Duplex,4 bedrooms,5 bathrooms,per annum,lekki Phase 1 Lagos,Off Admitlraty way,,Newly Built,Semi-Furnished,,"Dining Area,Pop Ceiling,Pre Paid Meter,Chandelier,Kitchen Cabinets,Microwave,Refrigerator,Dishwasher,Hot Water,Balcony,Wardrobe,Kitchen Shelf,Tiled Floor",,,,,,,,,,,,
"₦ 4,500,000","Lagos, Lekki, Chevron",Duplex,4 bedrooms,4 bathrooms,per quarter,Bera Estate Chevron lekki lagos,Bera Estate,450 sqm,Newly Built,Furnished,,"Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre Paid Meter,Tiled Floor,Wardrobe",Yes,450000.0,450000.0,,,,,,,,,
"₦ 8,500,000","Lagos, Lekki, Lekki Phase 1",Duplex,4 bedrooms,4 bathrooms,per annum,lekki phase1,Terrace duplex,200 sqm,Newly Built,Furnished,Pets Allowed,"Tiled Floor,Kitchen Cabinets,Chandelier,Microwave,Refrigerator,Balcony,Dining Area,Kitchen Shelf,Wardrobe,Dishwasher,Hot Water,Pre Paid Meter,24 Hours Electricity,Pop Ceiling",Yes,850000.0,850000.0,,,,,,,,,
"₦ 8,000,000","Lagos, Ikeja, Ikeja GRA",Duplex,4 bedrooms,5 bathrooms,per annum,Rev Ogunbiyi,secured estate,,Newly Built,Furnished,Pets Allowed,"24 Hours Electricity,Dining Area,Kitchen Shelf,Dishwasher,Microwave,Refrigerator,Tiled Floor,Kitchen Cabinets,Pre Paid Meter,Wi-Fi,Pop Ceiling,TV,Air Conditioning,Wardrobe,Balcony,Chandelier,Hot Water",Yes,,,,,,,,,,,
"₦ 7,000,000","Lagos, Lekki",Townhouse/Terrace,4 bedrooms,4 bathrooms,anually,Ikate lekki phase 1,ikate Lekki,,Newly Built,Semi-Furnished,Pets Allowed,Apartment,,,,,,,,,,,,
"₦ 2,700,000",none,Apartment,4 bedrooms,5 bathrooms,per quarter,4 Fon street Eliada Layout,Cocaine Estate,,Renovated,Unfurnished,No Pets,"Wi-Fi,Balcony,Hot Water,Wardrobe,Tiled Floor,Dining Area,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre Paid Meter",Yes,,,,,,,,,,,
"₦ 1,000,000","Enugu, Enugu / Enugu State",House,4 bedrooms,3 bathrooms,per annum,4 bedroom flat at New heaven good for commercial business,New heaven,500 sqm,Renovated,Semi-Furnished,No Pets,"24 Hours Electricity,Pre Paid Meter,Balcony,Tiled Floor,Wardrobe",Yes,10.0,10.0,10.0,,,,,,,,
"₦ 3,500,000","Rivers, Port-Harcourt",Duplex,4 bedrooms,5 bathrooms,per quarter,Brand new 3bedroom Duplex with federal light in GRA,Onne GRA,460 sqm,Newly Built,Furnished,Pets Allowed,"Chandelier,24 Hours Electricity,Pop Ceiling,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Refrigerator,Balcony,Dining Area,Pre Paid Meter,Dishwasher,Air Conditioning,Tiled Floor,Wardrobe",Yes,,,,,,,,,,,
"₦ 3,500,000","Rivers, Port-Harcourt",Duplex,4 bedrooms,5 bathrooms,anually,,,,,,,,,,,,,4.0,Yes,,,,Yes,Yes
"₦ 5,500,000","Rivers, Port-Harcourt",Duplex,4 bedrooms,5 bathrooms,per quarter,NAF Harmony Estate Eliozu Portharcourt,cityestateproperty.com.ng,465 sqm,Newly Built,Furnished,,,,,,,,,,,,,,
"₦ 2,500,000","Rivers, Port-Harcourt",Duplex,4 bedrooms,5 bathrooms,anually,,,,,Furnished,Pets Allowed,,,,,,,4.0,Yes,Allowed,Allowed,Yes,Yes,
"₦ 2,300,000","Lagos, Ojodu, Isheri North",Duplex,4 bedrooms,4 bathrooms,per annum,Newly built 4bedrooms semi detached duplex in opic isheri f,opic estate,325 sqm,Newly Built,Furnished,Pets Allowed,,Yes,,,,,,,,,,,
"₦ 15,000,000","Lagos, Ikoyi, Banana Island",Duplex,4 bedrooms,5 bathrooms,per annum,Banana island,Banana island Eatate,,Newly Built,Unfurnished,,"Hot Water,Chandelier,Dishwasher,Balcony,Pop Ceiling,Pre Paid Meter,Refrigerator,Wardrobe,Kitchen Shelf,Microwave,Kitchen Cabinets,Air Conditioning,24 Hours Electricity,Tiled Floor,Dining Area,Apartment",Yes,,,,,,,,,,,
"₦ 2,000,000","Rivers, Port-Harcourt",Duplex,4 bedrooms,5 bathrooms,per quarter,Exotic 4bedroom Duplex in Eagle land off Agip,Eagle Land Estate,,Newly Built,Semi-Furnished,Pets Allowed,"Hot Water,Dining Area,Microwave,Balcony,Chandelier,Kitchen Shelf,24 Hours Electricity,Dishwasher,Kitchen Cabinets,Wardrobe,Pop Ceiling,Pre Paid Meter",,,,,,,,,,,,
"₦ 3,000,000","Rivers, Port-Harcourt",Duplex,4 bedrooms,5 bathrooms,per annum,Ahuoda Estate,Ahuoda,,Newly Built,Furnished,No Pets,"Kitchen Shelf,Kitchen Cabinets,Air Conditioning,Microwave,Hot Water,24 Hours Electricity,Dishwasher,Chandelier",,300.0,150.0,200.0,,,,,,,,
"₦ 2,500,000","Rivers, Port-Harcourt",Duplex,4 bedrooms,4 bathrooms,anually,,,,,,,,,,,,,4.0,Yes,,,,Yes,Yes
"₦ 2,000,000","Rivers, Port-Harcourt",Duplex,4 bedrooms,5 bathrooms,anually,,,,,,,,,,,,,4.0,Yes,,,,Yes,Yes
"₦ 700,000","Imo, Owerri",Block of Flats,3 bedrooms,3 bathrooms,anually,Located in New Owerri,,,Newly Built,Unfurnished,No Pets,"24 Hours Electricity,Balcony,Chandelier,Dining Area,Kitchen Cabinets,Kitchen Shelf,Tiled Floor,Wardrobe",,70000.0,,,,,,,,,,
"₦ 1,000,000","Imo, Owerri",Duplex,4 bedrooms,4 bathrooms,anually,Located at New Owerri,,1500 sqm,Fairly Used,Furnished,No Pets,,,,,,Standard,6.0,Yes,Allowed,Allowed,No,,
"₦ 2,000,000","Imo, Owerri",Duplex,4 bedrooms,5 bathrooms,anually,Located at New Owerri,,450 sqm,Newly Built,Furnished,Pets Allowed,,,,,,Standard,6.0,Yes,Allowed,Allowed,No,,
"₦ 2,000,000","Imo, Owerri",Duplex,4 bedrooms,4 bathrooms,anually,Located at Concord Axis,,1500 sqm,Fairly Used,Semi-Furnished,No Pets,Hot Water,,,,,Standard,5.0,Yes,Allowed,Allowed,No,,
"₦ 1,500,000","Imo, Owerri",Duplex,4 bedrooms,5 bathrooms,anually,Located in Owerri,,600 sqm,Fairly Used,Furnished,Pets Allowed,Hot Water,,,,,Standard,5.0,Yes,Allowed,Allowed,No,,
"₦ 5,000,000","Imo, Owerri",Duplex,4 bedrooms,5 bathrooms,anually,,,750 sqm,,Furnished,Pets Allowed,,,,,,,5.0,Yes,Allowed,Allowed,No,Yes,
"₦ 600,000","Imo, Owerri",Apartment,3 bedrooms,3 bathrooms,anually,Located Within Concord Axis,,500 sqm,Fairly Used,Semi-Furnished,No Pets,,,,,,Standard,4.0,Yes,Allowed,Allowed,No,,
"₦ 2,500,000","Imo, Owerri",Duplex,4 bedrooms,5 bathrooms,anually,,,1500 sqm,,,,,,,,,,5.0,Yes,,,No,No,Yes
"₦ 1,300,000","Imo, Owerri",Duplex,4 bedrooms,4 bathrooms,anually,Located in New Owerri,,1500 sqm,Fairly Used,Furnished,No Pets,Hot Water,,,,,Standard,6.0,Yes,Allowed,Allowed,No,,
"₦ 3,500,000","Imo, Owerri",Duplex,4 bedrooms,4 bathrooms,anually,"Located in New Owerri, Concord Axis.",,450 sqm,Newly Built,Furnished,Pets Allowed,Hot Water,,,,,Standard,5.0,Yes,Allowed,Allowed,No,,
"₦ 2,500,000","Imo, Owerri",Duplex,3 bedrooms,3 bathrooms,anually,,,500 sqm,,Furnished,Pets Allowed,,,,,,,4.0,Yes,Allowed,Allowed,No,Yes,
"₦ 1,300,000","Imo, Owerri",Duplex,4 bedrooms,4 bathrooms,anually,,,1700 sqm,,Semi-Furnished,Pets Allowed,,,,,,,5.0,Yes,Allowed,Allowed,No,No,
"₦ 15,000,000","Abuja, Maitama",Block of Flats,4 bedrooms,4 bathrooms,per annum,osun cresent,Ancestors Court,,Renovated,Semi-Furnished,,"24 Hours Electricity,Air Conditioning,Balcony,Chandelier,Dining Area,Dishwasher,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre Paid Meter,Refrigerator,Tiled Floor,Wardrobe",,,,,,,,,,,,
"₦ 16,000,000","Abuja, Maitama",Penthouse,4 bedrooms,4 bathrooms,per annum,"No.34 Osun cresent, maitama Abuja",Ancestors Court,,Renovated,Semi-Furnished,,"24 Hours Electricity,Air Conditioning,Balcony,Chandelier,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Microwave,Pop Ceiling,Pre Paid Meter,Refrigerator,Tiled Floor,Wardrobe",,,,,,,,,,,,
"₦ 2,500,000","Abuja, Galadimawa",Duplex,4 bedrooms,4 bathrooms,per annum,Brains n Hammer Galadimawa round about,,400 sqm,Fairly Used,Unfurnished,,"Wardrobe,Tiled Floor,24 Hours Electricity,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pre Paid Meter,Balcony",,125000.0,125000.0,,,,,,,,,
"₦ 35,000,000","Abuja, Dakwo District",Bungalow,4 bedrooms,5 bathrooms,anually,,,,,Unfurnished,,,,,,,,4.0,,,,Yes,Yes,
"₦ 6,500,000","Abuja, Mabushi",Duplex,4 bedrooms,5 bathrooms,anually,by VIO,,3000 sqm,Newly Built,Unfurnished,Pets Allowed,"Balcony,Chandelier,Dining Area,Hot Water,Kitchen Cabinets,Kitchen Shelf,Pop Ceiling,Pre Paid Meter,Tiled Floor,Refrigerator,Wardrobe",,10.0,5.0,,,,,,,,,
"₦ 5,500,000","Abuja, Gwarinpa",Duplex,4 bedrooms,5 bathrooms,anually,,,,Newly Built,Semi-Furnished,,,,,,,,6.0,Yes,,,,,
"₦ 4,000,000","Abuja, Utako",Duplex,4 bedrooms,5 bathrooms,per annum,okonjo iwuala,richfield,,Fairly Used,Semi-Furnished,,,,,,,,,,,,,,
"₦ 6,800,000","Abuja, Jahi",Duplex,4 bedrooms,5 bathrooms,per annum,Jahi,,,Newly Built,Semi-Furnished,,"Balcony,Dishwasher,Microwave,24 Hours Electricity,Hot Water,Kitchen Cabinets,Pre Paid Meter,Pop Ceiling,Dining Area,Kitchen Shelf,Refrigerator,Chandelier",,275000.0,275000.0,,,,,,,,,
"₦ 5,500,000","Abuja, Jahi",Duplex,4 bedrooms,5 bathrooms,per annum,jahi by Gilmore,jahi by Gilmore,,Newly Built,Furnished,Pets Allowed,,,250000.0,500500.0,,,,,,,,,
"₦ 5,500,000","Abuja, Jahi",Duplex,4 bedrooms,5 bathrooms,anually,jahi by Gilmore,,,Newly Built,Furnished,Pets Allowed,"24 Hours Electricity,Balcony,Tiled Floor,Dining Area,Wardrobe,Chandelier,Hot Water,Kitchen Cabinets,Pre Paid Meter,Pop Ceiling",,,,,,,,,,,,
